FehlerKat.;Techn. Platz;Tech.Identnr.;Beschreibung;Verantw.ArbPl.;Meldungsdatum;Meldungszeit;StörBeginn;StörungsBegZt;Störungsende;StörungsEndZt;Meldung;Auftrag;Aktionenbezeichnung;Aktionstext;Codierung Text;Fehlerart Gruppe;Fehlerart Code;Fehlerart Text;Ursache Gruppe;Ursache Code;Ursache Text
X;01-9000-2-001-01;STW0084;STW0084 Wartung Weichenantrieb W4009;A474;26.06.2018;08:47:52;;00:00:00;;00:00:00;2255447;214662;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-9000-2-001-01;STW0086;STW0086 Wartung Weichenantrieb W4011;A474;26.06.2018;08:48:43;;00:00:00;;00:00:00;2255449;214663;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-9000-2-001-01;STW0088;STW0088 Wartung Weichenantrieb W4013;A474;26.06.2018;09:43:47;;00:00:00;;00:00:00;2255457;214664;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-9000-2-001-01;STW0089;STW0089 Wartung Weichenantrieb W4014;A474;26.06.2018;09:47:59;;00:00:00;;00:00:00;2255458;214665;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-9000-2-001-01;STW0090;STW0090 Wartung Weichenantrieb W4015;A474;26.06.2018;09:49:08;;00:00:00;;00:00:00;2255459;214666;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-9000-2-001-01;STW0091;STW0091 Wartung Weichenantrieb W4016;A474;26.06.2018;09:49:56;;00:00:00;;00:00:00;2255460;214667;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-9000-2-001-01;STW0092;STW0092 Wartung Weichenantrieb W4017;A474;26.06.2018;09:50:42;;00:00:00;;00:00:00;2255461;214668;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-9000-2-001-01;STW0093;STW0093 Wartung Weichenantrieb W4018;A474;26.06.2018;09:52:26;;00:00:00;;00:00:00;2255462;214669;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-9000-2-001-01;STW0094;STW0094 Wartung Weichenantrieb W4019;A474;26.06.2018;09:53:25;;00:00:00;;00:00:00;2255463;214670;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-9000-2-001-01;STW0095;STW0095 Wartung Weichenantrieb W4020;A474;26.06.2018;09:54:07;;00:00:00;;00:00:00;2255464;214671;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-9000-2-001-01;STW0096;STW0096 Wartung Weichenantrieb W4021;A474;26.06.2018;09:54:45;;00:00:00;;00:00:00;2255465;214672;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-9000-2-001-01;STW0103;STW0103 Wartung Weichenantrieb W4032;A474;26.06.2018;09:55:23;;00:00:00;;00:00:00;2255466;214673;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
C;01-9001-2-001-01;HNSA600/1;DEig: 3fach Weichensteuerung;A474;26.06.2018;07:26:55;25.06.2018;07:00:00;25.06.2018;17:00:00;2255432;214658;;;;5;15;Ausserhalb Toleranz;2;2;Technische Störung
C;03-0101-029;;Wankdorf Bahnhof: Äste in FL;A474;25.06.2018;14:08:53;25.06.2018;07:00:00;25.06.2018;12:00:00;2255394;214656;Weitere Aktionen;Äste geschnitten;;6;8;sonstiges;2;6;Drittverschulden
C;03-0101-029;;Tb Weiche Wyler;A474;25.06.2018;14:06:29;25.06.2018;07:00:00;25.06.2018;12:00:00;2255393;214655;;;;6;4;Elektrische Störung;2;2;Technische Störung
C;03-0101-027-01-2;FD2705;Spannung fehlt L20 ausw.;A474;25.06.2018;14:00:43;23.06.2018;20:00:00;23.06.2018;21:00:00;2255390;214652;;;;5;17;unbekannter Fehler;2;10;unbekannt /sonstiges
C;01-0339-2-001-01;HNP0185;W0185: HFP bleibt hängen;A474;25.06.2018;14:02:47;21.06.2018;06:00:00;21.06.2018;07:00:00;2255391;214653;;;;5;15;Ausserhalb Toleranz;2;2;Technische Störung
C;01-0340-2-001-01;HNP1009;W1009: HFK gestört;A474;25.06.2018;13:55:55;24.06.2018;14:00:00;24.06.2018;15:30:00;2255389;214651;;;;5;15;Ausserhalb Toleranz;2;2;Technische Störung
C;01-9000-2-001-01;HNSA502/1;DBo: SB 1 ausgefallen;A474;25.06.2018;14:04:02;21.06.2018;17:00:00;21.06.2018;19:00:00;2255392;214654;;;;5;15;Ausserhalb Toleranz;2;2;Technische Störung
C;01-0340-2-001-01;W1000;W1000,Weichelicht schwarz,Oberl. avis.;A474;23.06.2018;12:29:01;23.06.2018;12:00:00;23.06.2018;13:00:00;2255237;214649;;;;7;2;Kein Block;2;2;Technische Störung
C;01-0340-2-001-01;W1016;W1016 KL muss v.H. gestellt werden/Pik^.;A474;23.06.2018;06:13:12;23.06.2018;06:30:00;23.06.2018;07:30:00;2255225;214650;;;;7;3;Von Hand gestellt;2;2;Technische Störung
C;03-0101-029-01-2;;Bitte Busch schneiden;A474;21.06.2018;09:52:23;21.06.2018;10:11:03;25.06.2018;12:00:00;2255110;214656;;;;6;3;Fremdeinwirkungen;2;5;Höhere Gewalt
C;01-0340-2-001-01;W1000;Weiche 1000 (Perron C-D) schwarz;A474;21.06.2018;22:30:13;22.06.2018;06:40:08;22.06.2018;12:00:00;2255152;214649;;;;7;2;Kein Block;2;2;Technische Störung
C;01-0339-2-001-01;W0185;Block brennt immer.;A474;21.06.2018;06:01:24;21.06.2018;06:42:01;25.06.2018;12:00:00;2255089;214653;;;;7;1;Block nicht gelöscht;2;2;Technische Störung
C;03-0101-029-05;W2902;Fahrschule;A474;21.06.2018;16:21:43;21.06.2018;16:30:23;25.06.2018;12:00:00;2255148;214655;;;;6;4;Elektrische Störung;2;2;Technische Störung
C;03-0101-011-01-2;;L20: Kontrolle nach Unfall;A474;20.06.2018;08:07:50;19.06.2018;20:00:00;19.06.2018;21:30:00;2255014;214644;Kontrolliert;FL kontrolliert;;6;1;Entgleisung;2;4;Fehlmanipulation
C;01-0339-2-001-01;W0185;Weiche 185 Block löscht nicht.;A474;20.06.2018;06:36:42;20.06.2018;06:43:12;20.06.2018;07:30:00;2255003;214639;Eingestellt;HFP eingelesen;;7;1;Block nicht gelöscht;2;2;Technische Störung
C;01-0340-2-001-01;W1016;W1016 HIGR schwarz/Pikett avisiert;A474;20.06.2018;19:13:46;21.06.2018;06:38:48;21.06.2018;12:00:00;2255076;214650;;;;7;5;Verschmutzt;2;6;Drittverschulden
C;01-9001-2-001-01;HNSA600/1;DEig: Kein Strom im Depot;A474;20.06.2018;08:02:19;20.06.2018;01:00:00;20.06.2018;03:00:00;2255013;214643;Weitere Aktionen;Strom wieder eingeschaltet;;6;7;Fehlbedienung;2;4;Fehlmanipulation
C;01-9001-2-001-01;HNSA600/1;DEig: 3fach Weichensteuerung;A474;20.06.2018;08:00:27;19.06.2018;15:30:00;19.06.2018;16:30:00;2255012;214642;Eingestellt;Steuerung neu eingelesen;;5;15;Ausserhalb Toleranz;2;2;Technische Störung
C;01-0337-2-001-01;W2005;LSA schaltet nicht;A474;19.06.2018;13:28:22;19.06.2018;13:50:54;19.06.2018;15:00:00;2254948;214640;Eingestellt;HFK neu eingelesen;;7;7;Unbekannter Fehler;2;2;Technische Störung
C;01-0902-2-001-01;SWS0105;Weiche 0106 stellt nicht;A474;19.06.2018;08:14:37;18.06.2018;07:00:00;;00:00:00;2254921;214638;;;;5;17;unbekannter Fehler;2;2;Technische Störung
C;01-0340-2-001-01;W0043;Weiche 43 Kein Pfeil;A474;17.06.2018;21:39:38;18.06.2018;06:52:35;18.06.2018;09:00:00;2254792;214641;Gereinigt;Weiche voll mit Sand;;7;2;Kein Block;2;2;Technische Störung
C;01-0340-2-001-01;W0043;Weiche 0043 Kein Pfeil;A474;17.06.2018;01:37:20;18.06.2018;06:52:11;18.06.2018;09:00:00;2254753;214641;Gereinigt;Weiche voll mit Sand;;7;2;Kein Block;2;900;Doppelmeldung
C;03-0101-026-01-2;;Weichenlicht von Blätter verdeckt.;A474;15.06.2018;09:49:48;15.06.2018;10:06:52;15.06.2018;11:30:00;2254661;202141;;;;6;3;Fremdeinwirkungen;2;5;Höhere Gewalt
C;01-0340-2-001-01;W0043;Weiche 43, Block i.O. aber ohne Pfeil.;A474;15.06.2018;00:29:34;15.06.2018;06:36:54;15.06.2018;10:00:00;2254628;214630;Gereinigt;Weiche voll mit Sand;;7;2;Kein Block;2;2;Technische Störung
C;01-0902-2-001-01;W3002;Weiche 3002 deblockiert nicht;A474;14.06.2018;14:01:00;14.06.2018;13:30:00;14.06.2018;14:30:00;2254612;214628;Programmiert;HFK neu eingelesen;;7;1;Block nicht gelöscht;2;2;Technische Störung
C;03-0101-029-05;W2902;Weiche geht nicht  Oberl. avi;A474;14.06.2018;06:05:22;14.06.2018;06:39:48;14.06.2018;12:00:00;2254571;214626;Kontrolliert;kein Fehler;;6;4;Elektrische Störung;2;2;Technische Störung
C;03-0101-023-01-2;;L11 Inselplatz Higr Äste in der FahrLeit;A474;13.06.2018;06:34:00;13.06.2018;06:40:19;13.06.2018;12:00:00;2254502;202141;Weitere Aktionen;Äste geschnitten;;6;3;Fremdeinwirkungen;2;5;Höhere Gewalt
C;01-0802;;L/8 Wittigkofen Sträucher schneiden.;A474;08.06.2018;17:45:38;11.06.2018;07:02:17;15.06.2018;11:30:00;2254127;202141;;;;5;17;unbekannter Fehler;2;5;Höhere Gewalt
C;01-9000-2-001-01;;DBo: BHS abgestürzt;A474;08.06.2018;08:10:07;07.06.2018;15:00:00;14.06.2018;12:00:00;2254094;214489;Weitere Aktionen;Kontrolle der Verbindungen;;5;17;unbekannter Fehler;2;2;Technische Störung
C;03-0101-015-01-1;;Zeitinsel Brunnadernstrasse gestört;A474;08.06.2018;07:44:46;07.06.2018;12:00:00;07.06.2018;20:15:00;2254093;214488;Gewartet;Antenne neu angeschlossen;;5;4;korrodiert;2;2;Technische Störung
X;01-9000-2-001-01;HNSA502/1;DBo: AKP kontrollieren;A474;08.06.2018;11:24:08;;00:00:00;07.06.2018;17:00:00;2254111;214491;Kontrolliert;AKP getestet;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0340-2-001-01;SWS1000;W1000: HLU Software aktualisieren;A474;08.06.2018;11:21:13;07.06.2018;07:00:00;07.06.2018;17:00:00;2254110;214490;Programmiert;Software update ausgeführt;;5;16;kein Fehler;2;10;unbekannt /sonstiges
C;03-0101-011-05;W1102;Trolley Weiche Bubenbergplatz funkt.;A474;07.06.2018;15:31:09;07.06.2018;15:15:00;07.06.2018;16:15:00;2254065;214486;Ersetzt;Antenne getauscht;;6;4;Elektrische Störung;2;2;Technische Störung
C;01-0340-2-001-01;W1004;Musste Weiche stechen Perron A- B;A474;06.06.2018;13:35:26;05.06.2018;12:35:00;06.06.2018;15:00:00;2253946;214487;Ersetzt;Antenne getauscht;;7;3;Von Hand gestellt;2;2;Technische Störung
C;01-0340-2-001-01;W1004;W1004 HB Per.A-B v.H. Blockbelegung;A474;05.06.2018;12:25:12;05.06.2018;12:39:04;;00:00:00;2253873;214487;;;;7;1;Block nicht gelöscht;2;2;Technische Störung
X;01-0303-2-001-01;HNP0208;IBN Protokoll Weiche erstellen;A474;04.06.2018;07:22:00;30.05.2018;07:00:00;30.05.2018;12:00:00;2253742;214478;;;;5;16;kein Fehler;2;7;Geplante Instandhaltung
C;01-0340-2-001-01;W1004;W1004 HB Perr.A-B schwarz;A474;03.06.2018;22:23:17;03.06.2018;22:15:00;03.06.2018;23:15:00;2253726;214479;Kontrolliert;;;7;2;Kein Block;2;2;Technische Störung
C;03-0101-091-14;TOR9101;DEig: Tor 0;A474;31.05.2018;06:58:19;30.05.2018;22:00:00;30.05.2018;23:00:00;2253473;214471;Eingestellt;Endschalter kontolliert;;5;17;unbekannter Fehler;2;2;Technische Störung
C;03-0101-091-13;;DEig: Kein Strom im Depot;A474;29.05.2018;07:49:46;22.05.2018;18:30:00;22.05.2018;19:30:00;2253323;214470;Ausgetauscht;Sicherung gewechselt;;6;7;Fehlbedienung;;;
C;03-0101-091-12;#NAME?;DEig: Kran beschädigt Kabelkanal;A474;29.05.2018;07:31:23;26.05.2018;16:00:00;26.05.2018;18:00:00;2253321;214469;Eingestellt;;;7;2;Kein Block;;;
C;01-0341-2-001-01;HNP0101;Casinoplatz Weichen Licht schwarz;A474;26.05.2018;20:54:06;28.05.2018;07:12:59;28.05.2018;09:00:00;2253162;214451;Weitere Aktionen;HFP ersetzt;;7;2;Kein Block;2;2;Technische Störung
C;01-0341-2-001-01;HNP0101;W-Licht 101 L6 Casinoplatz einw schwarz;A474;26.05.2018;06:34:26;28.05.2018;07:16:35;28.05.2018;09:00:00;2253139;214451;Weitere Aktionen;HFP eingelesen;;7;2;Kein Block;2;2;Technische Störung
C;01-0341-2-001-01;EXW0101;Weiche 101 schwarz;A474;25.05.2018;06:26:22;25.05.2018;07:34:24;25.05.2018;09:00:00;2253045;214451;Weitere Aktionen;HFK neu eingelesen;;7;2;Kein Block;2;2;Technische Störung
C;01-8002-2-001-01;;Amper Abfall Egghölzli beide Richtungen;A474;24.05.2018;16:38:52;25.05.2018;07:37:12;25.05.2018;09:00:00;2252943;;Weitere Aktionen;keine Meldung;;7;2;Kein Block;2;10;unbekannt /sonstiges
X;03-0101-017-01-1;;fast kein Strom bei Wegf. Egghölzli-HB;A474;24.05.2018;14:11:33;24.05.2018;14:21:28;24.05.2018;14:21:33;2252897;;Weitere Aktionen;Einmalig vorgekommen;;6;4;Elektrische Störung;2;2;Technische Störung
C;01-0341-2-001-01;EXW0101;Weichenlicht 101 wieder schwarz;A474;24.05.2018;13:50:28;24.05.2018;13:56:00;24.05.2018;16:00:00;2252893;214451;Weitere Aktionen;HFP ersetzt;;7;2;Kein Block;2;2;Technische Störung
C;01-0341-2-001-01;EXW0101;Casinoplatz Weiche ins Stumpengeleis sch;A474;23.05.2018;10:10:20;23.05.2018;10:44:00;23.05.2018;12:00:00;2252750;214451;Weitere Aktionen;HFP eingelesen;;7;2;Kein Block;2;2;Technische Störung
C;01-0341-2-001-01;EXW0101;Weichenlicht W101 schwarz;A474;23.05.2018;20:51:27;24.05.2018;06:36:18;24.05.2018;08:00:00;2252797;214451;Weitere Aktionen;HFP eingelesen;;7;2;Kein Block;2;2;Technische Störung
C;03-0101-024-01-2;;Baum in FL;A474;22.05.2018;07:03:57;19.05.2018;19:30:00;19.05.2018;20:30:00;2252596;214436;Weitere Aktionen;Mithilfe Feuerwehr;;6;3;Fremdeinwirkungen;2;5;Höhere Gewalt
A;03-0101-090-13;;DBo: Brandalarm, kein 600V;A474;22.05.2018;07:10:58;22.05.2018;05:45:00;22.05.2018;06:45:00;2252599;214438;Weitere Aktionen;FL wieder einschalten;;6;8;sonstiges;2;2;Technische Störung
C;01-0341-2-001-01;EXW0101;Weichenlicht def.;A474;22.05.2018;20:41:20;22.05.2018;21:00:00;22.05.2018;23:00:00;2252712;214451;Programmiert;HFP eingelesen;;7;7;Unbekannter Fehler;2;2;Technische Störung
C;01-0339-2-001-01;HNP0185;W185 kein Pfeil;A474;22.05.2018;07:07:27;19.05.2018;20:30:00;19.05.2018;21:30:00;2252597;214437;Gereinigt;Flasche entfernt;;7;4;Keine Endlage;2;6;Drittverschulden
C;01-0340-2-001-01;HNP1009;W1012: Weiche kann nicht geschaltet werd;A474;22.05.2018;07:40:41;19.05.2018;15:00:00;19.05.2018;18:00:00;2252605;214441;;;;6;4;Elektrische Störung;;;
C;01-9000-2-001-01;HNSA502/1;DBo: SB 1 ausgefallen;A474;22.05.2018;07:28:00;19.05.2018;21:00:00;19.05.2018;22:00:00;2252602;214440;Eingestellt;HFK neu eingelesen;;5;15;Ausserhalb Toleranz;2;2;Technische Störung
X;03-0101-090-01-1;;Stromausschaltung Mingerstr.;A474;19.05.2018;07:15:41;22.05.2018;06:40:47;;00:00:00;2252522;213459;;;;5;16;kein Fehler;2;7;Geplante Instandhaltung
C;01-0340-2-001-01;W1009;Weichenlicht  1009 schwarz bei Ablenkung;A474;19.05.2018;12:19:07;19.05.2018;12:30:00;19.05.2018;13:30:00;2252531;214435;Gereinigt;Dose entfernt;;7;2;Kein Block;2;2;Technische Störung
C;01-0902-2-001-01;W0105;Weiche W105 Block bleibt drin;A474;18.05.2018;13:16:38;18.05.2018;13:21:29;18.05.2018;14:30:00;2252481;214434;Eingestellt;HFK neu eingelesen;;7;1;Block nicht gelöscht;2;2;Technische Störung
C;03-0101-027-05;W2703;U99 Bollwerk FL Schaden;A474;16.05.2018;06:50:47;15.05.2018;12:00:00;15.05.2018;14:30:00;2252286;214431;Revidiert;;;6;1;Entgleisung;2;4;Fehlmanipulation
C;03-0101-029-01-2;;Äste berühren Oberleitung;A474;15.05.2018;19:17:48;16.05.2018;06:41:43;;00:00:00;2252251;214432;;;;6;3;Fremdeinwirkungen;2;5;Höhere Gewalt
X;01-0339-2-001-01;W0185;Anpassung LSA Ansteuerung;A474;15.05.2018;12:40:48;29.05.2018;00:00:00;29.05.2018;00:00:00;2252221;214429;Ausgetauscht;LSA Ansteuerung;;5;16;kein Fehler;2;7;Geplante Instandhaltung
C;01-0340-2-001-01;W1009;Weiche 1009 schwarz;A474;15.05.2018;06:50:36;15.05.2018;06:52:01;15.05.2018;10:00:00;2252174;214430;;;;7;2;Kein Block;2;2;Technische Störung
X;01-0902-2-001-01;W3002;Anpassung LSA Ansteuerung;A474;15.05.2018;12:47:20;;00:00:00;;00:00:00;2252224;214429;Ausgetauscht;LSA Ansteuerung;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0902-2-001-01;W3004;Anpassung LSA Ansteuerung;A474;15.05.2018;12:48:04;;00:00:00;;00:00:00;2252225;214429;Ausgetauscht;LSA Ansteuerung;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0337-2-001-01;W2002;Anpassung LSA Ansteuerung;A474;15.05.2018;12:49:48;;00:00:00;;00:00:00;2252227;214429;Ausgetauscht;LSA Ansteuerung;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0337-2-001-01;W2005;Anpassung LSA Ansteuerung;A474;15.05.2018;12:50:37;;00:00:00;;00:00:00;2252228;214429;Ausgetauscht;LSA Ansteuerung;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0337-2-001-01;W2009;Anpassung LSA Ansteuerung;A474;15.05.2018;12:57:04;;00:00:00;;00:00:00;2252229;214429;Ausgetauscht;LSA Ansteuerung;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0803-2-001-01;W2010;Anpassung LSA Ansteuerung;A474;15.05.2018;12:57:42;;00:00:00;;00:00:00;2252230;214429;Ausgetauscht;LSA Ansteuerung;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0339-2-001-01;W0190;Anpassung LSA Ansteuerung;A474;15.05.2018;12:46:18;;00:00:00;;00:00:00;2252223;214429;Ausgetauscht;LSA Ansteuerung;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0340-2-001-01;STW0048;STW0048 5-Jahreswartung W1009;A474;15.05.2018;10:19:44;;00:00:00;;00:00:00;2252212;214427;Gewartet;5-Jahreswartung;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0340-2-001-01;STW0049;STW0049 5-Jahreswartung W1010;A474;15.05.2018;10:23:01;;00:00:00;;00:00:00;2252213;214428;Gewartet;5-Jahreswartung;;5;16;kein Fehler;2;7;Geplante Instandhaltung
C;01-0340-2;;Weichen im Failsave;A474;14.05.2018;08:01:04;10.05.2018;23:45:00;11.05.2018;01:00:00;2251919;214420;Weitere Aktionen;Weichen neustarten;;7;7;Unbekannter Fehler;2;6;Drittverschulden
B;03-0101-091-01-1;;DEig: Kein Strom im Depot;A474;14.05.2018;10:44:29;14.05.2018;01:15:00;14.05.2018;02:15:00;2251984;214425;Weitere Aktionen;FL wieder einschalten;;6;8;sonstiges;;;
C;04-Z-0060;;Blechhaube demoliert;A474;14.05.2018;13:38:05;14.05.2018;13:49:57;;00:00:00;2252107;214439;;;;5;1;beschädigt;2;1;Vandalenschaden
C;03-0101-091-14;TOR9105;DEig: Torbrücke 4;A474;14.05.2018;07:08:14;07.05.2018;18:00:00;07.05.2018;19:00:00;2251914;214358;Eingestellt;Torbrüche gerichtet;;6;5;Mechanische Störung;2;2;Technische Störung
C;01-9001-2-001-01;HNSA600/1;DEig: Ausfall SB 1;A474;14.05.2018;07:11:53;07.05.2018;21:00:00;07.05.2018;22:00:00;2251915;214359;Eingestellt;HFK neu eingelesen;;5;15;Ausserhalb Toleranz;2;2;Technische Störung
C;01-0902-2-001-01;W0105;W105 am GUPL dauernd im Block;A474;13.05.2018;07:07:52;13.05.2018;07:00:00;13.05.2018;08:00:00;2251880;214421;Programmiert;HFK neu eingelesen;;7;1;Block nicht gelöscht;2;2;Technische Störung
C;01-0340-2-001-01;W1012;Wallgasse T1/T2 Block löscht nicht.;A474;10.05.2018;08:56:10;11.05.2018;07:08:57;11.05.2018;09:00:00;2251726;214360;Gereinigt;;;7;1;Block nicht gelöscht;2;2;Technische Störung
B;01-0340-2-001-02;W1015;Weichenzunge abgebrochen;A474;10.05.2018;21:34:29;10.05.2018;19:00:00;10.05.2018;20:00:00;2251746;214422;Ausgetauscht;Zunge gewechselt;;5;18;gebrochen;2;10;unbekannt /sonstiges
C;03-0101-091-14;TOR9101;Oberlei. Piket avis. / Gleis 0 Eigerpla.;A474;10.05.2018;08:47:44;09.05.2018;23:00:00;10.05.2018;14:00:00;2251725;214423;Kontrolliert;Tor funktioniert;;5;17;unbekannter Fehler;2;2;Technische Störung
C;01-0339-2-001-01;W0185;W185  gestört/Oberleitungspikett avis.;A474;07.05.2018;06:08:48;01.05.2018;07:00:00;07.05.2018;07:00:00;2251445;214342;Kontrolliert;600V Anschluss lose;;7;7;Unbekannter Fehler;2;2;Technische Störung
C;03-0101-027-05;W2703;Entgleisungen Bollwerk L11/20 ew;A474;07.05.2018;12:48:53;07.05.2018;10:00:00;07.05.2018;12:45:00;2251517;214348;Revidiert;Weichenanlage rev.;;6;1;Entgleisung;2;2;Technische Störung
C;01-0340-2-001-01;W0049;W49 11 Weichenblock leuchtet nicht.;A474;05.05.2018;10:21:51;05.05.2018;11:00:00;05.05.2018;12:00:00;2251363;214341;Kontrolliert;Kein Fehler;;7;2;Kein Block;2;2;Technische Störung
C;01-0341-2-001-01;EXW0101;Weiche 101,Weichelicht schwarz;A474;05.05.2018;14:35:54;05.05.2018;14:30:00;05.05.2018;16:00:00;2251375;214339;Eingestellt;HFK ersetzt;;7;2;Kein Block;2;2;Technische Störung
C;01-0340-2-001-01;W1006;Weichenlicht schwarz Ausfahrt Schwaneng.;A474;05.05.2018;10:10:02;05.05.2018;10:00:00;05.05.2018;11:00:00;2251362;214340;Eingestellt;ZP eingestellt;;7;2;Kein Block;2;2;Technische Störung
C;03-0101-091-01-1;;Kein Strom zum Ausfahren;A474;04.05.2018;16:33:43;04.05.2018;15:00:00;04.05.2018;16:00:00;2251338;214338;Weitere Aktionen;600V einschalten;;6;3;Fremdeinwirkungen;2;6;Drittverschulden
C;03-0101-012-04;K1205;Tb Weiche HB 1205;A474;04.05.2018;10:07:59;03.05.2018;13:00:00;03.05.2018;15:00:00;2251313;214336;Ersetzt;Anschlusstück ers.;;6;5;Mechanische Störung;2;9;Materialermüdung
C;01-0803-2-001-01;W2010;Weichenlicht Holenacker schwarz W2010;A474;02.05.2018;14:10:07;02.05.2018;14:11:44;02.05.2018;16:00:00;2251154;214337;Kontrolliert;230V Netz fehlt;;7;2;Kein Block;2;2;Technische Störung
D;03-0101-026;;Weichenlicht durch Äste verdekt;A474;30.04.2018;07:56:14;30.04.2018;08:17:00;30.04.2018;12:00:00;2251006;214334;Kontrolliert;Baum zurück geschnitten;;6;3;Fremdeinwirkungen;2;5;Höhere Gewalt
C;01-0339-2-001-01;W0185;Weiche Kocherpark-End blieb Block W185;A474;30.04.2018;15:46:43;30.04.2018;15:54:02;30.04.2018;20:00:00;2251069;214333;Repariert;Klemme lose;;7;1;Block nicht gelöscht;2;2;Technische Störung
X;01-0340-2-001-01;W0043;Weiche0043 5-Jahreswartung;A474;30.04.2018;13:34:50;01.05.2018;14:54:50;01.05.2018;14:54:51;2251030;214321;Gewartet;Weiche0043;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0338-2-001-01;W2000;Weiche2000 5-Jahreswartung;A474;30.04.2018;13:41:00;;00:00:00;;00:00:00;2251032;214322;Gewartet;Weiche2000;;5;16;kein Fehler;2;7;Geplante Instandhaltung
C;01-0340-2-001-01;W1009;Weiche 1009,H'graben ausw,Block hängt;A474;27.04.2018;18:47:36;27.04.2018;20:00:00;27.04.2018;22:00:00;2250926;214332;Eingestellt;HFP eingelesen;;7;1;Block nicht gelöscht;2;2;Technische Störung
C;01-0902-2-001-01;W3006;Meldet W3006  dunkel;A474;27.04.2018;05:28:33;27.04.2018;06:35:32;27.04.2018;09:00:00;2250866;214331;Eingestellt;HFP eingelesen;;7;2;Kein Block;2;2;Technische Störung
C;01-0340-2-001-01;W0043;Weiche 43,Block hängt.Oberl. avis.;A474;27.04.2018;18:56:20;27.04.2018;20:00:00;27.04.2018;22:00:00;2250928;214330;Gereinigt;Sand in Weiche;;7;1;Block nicht gelöscht;2;2;Technische Störung
C;01-0340-2-001-01;W0043;Meldet keinen W-Pfeil an W43/dafür Block;A474;27.04.2018;07:27:49;27.04.2018;07:44:22;27.04.2018;22:00:00;2250878;214330;Eingestellt;ZP eingestellt;;7;7;Unbekannter Fehler;2;2;Technische Störung
C;01-0340-2-001-01;W1003;Weiche 1003 musste gestochen werden.;A474;26.04.2018;06:13:06;26.04.2018;06:35:10;26.04.2018;06:45:00;2250806;214314;Kontrolliert;keine Fehler festgestellt;;7;3;Von Hand gestellt;2;2;Technische Störung
C;01-0340-2-001-01;W1014;Weiche 1014 reagiert nicht;A474;25.04.2018;10:16:49;25.04.2018;10:19:19;;00:00:00;2250747;;;keine Meldung erhalten;;7;7;Unbekannter Fehler;2;2;Technische Störung
C;01-0340-2-001-01;W1004;Weiche 1004 stellt nicht richtig;A474;25.04.2018;15:00:33;25.04.2018;15:09:29;25.04.2018;16:30:00;2250775;214315;Ersetzt;600V Anschluss lose;;7;3;Von Hand gestellt;2;2;Technische Störung
C;01-0340-2-001-01;W1003;Weiche 1003 reagiert nicht;A474;25.04.2018;09:35:10;25.04.2018;10:18:15;;00:00:00;2250743;;;keine Meldung erhalten;;7;7;Unbekannter Fehler;2;2;Technische Störung
C;01-0340-2-001-01;W1009;W1009 Block bleibt drin;A474;24.04.2018;12:32:49;24.04.2018;13:19:17;;00:00:00;2250700;;;Kein Fehler;;7;3;Von Hand gestellt;2;2;Technische Störung
C;01-9001-2-001-01;HNSA600/1;DEig: Ausfall SB 1;A474;24.04.2018;07:13:54;21.04.2018;16:00:00;21.04.2018;23:59:00;2250677;214311;;;;5;15;Ausserhalb Toleranz;;;
C;01-0339-2-001-01;W0185;Blockstörung;A474;23.04.2018;06:10:41;23.04.2018;06:52:03;23.04.2018;07:45:00;2250574;214304;;;;7;1;Block nicht gelöscht;2;2;Technische Störung
C;01-0340-2-001-01;W0043;ZYTG: Weiche 43 - Block blinkt;A474;23.04.2018;19:35:01;23.04.2018;20:00:00;23.04.2018;21:30:00;2250660;214310;Gereinigt;;;7;2;Kein Block;2;2;Technische Störung
